price,rank,weeks_on_list,title,rank_last_week,description,author,list_name,list_name_encoded,bestsellers_date,published_date,publisher
0.00,8,49,UGLY LOVE,10,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't.",Colleen Hoover,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Atria
0.00,9,6,DEMON COPPERHEAD,11,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,Barbara Kingsolver,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Harper
0.00,10,76,THE SEVEN HUSBANDS OF EVELYN HUGO,12,A movie icon recounts stories of her loves and career to a struggling magazine writer.,Taylor Jenkins Reid,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Washington Square/Atria
0.00,11,6,DREAMLAND,0,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.,Nicholas Sparks,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Random House
0.00,12,3,A WORLD OF CURIOSITIES,8,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns.",Louise Penny,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Minotaur
0.00,13,34,NOVEMBER 9,0,Is Ben using his relationship with Fallon as fodder for his novel?,Colleen Hoover,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Atria
0.00,14,2,"TOMORROW, AND TOMORROW, AND TOMORROW",0,Two friends find their partnership challenged in the world of video game design.,Gabrielle Zevin,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Knopf
0.00,15,9,MAD HONEY,0,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",Jodi Picoult and Jennifer Finney Boylan,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Ballantine
0.00,1,5,THE LIGHT WE CARRY,1,The former first lady shares personal stories and the tools she uses to deal with difficult situations.,Michelle Obama,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Crown
0.00,2,19,I'M GLAD MY MOM DIED,2,The actress and filmmaker describes her eating disorders and difficult relationship with her mother.,Jennette McCurdy,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,3,7,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",3,"The actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",Matthew Perry,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Flatiron
0.00,4,7,SURRENDER,5,"The lead singer of the Irish rock band U2 offers details of his life, career and activism.",Bono,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Knopf
0.00,5,8,THE REVOLUTIONARY,7,The Pulitzer Prize-winning biographer details Samuel Adams’s contributions to the American Revolution.,Stacy Schiff,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,"Little, Brown"
0.00,6,121,THE BODY KEEPS THE SCORE,4,"How trauma affects the body and mind, and innovative treatments for recovery.",Bessel van der Kolk,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Penguin
0.00,7,9,AND THERE WAS LIGHT,6,The Pulitzer Prize-winning biographer portrays the life of Abraham Lincoln.,Jon Meacham,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Random House
0.00,8,8,WHAT IF? 2,11,The creator of the web comic “xkcd” and former NASA roboticist looks into hypothetical and oddball scenarios.,Randall Munroe,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Riverhead
0.00,9,7,THE PHILOSOPHY OF MODERN SONG,10,"In a collection of more than 60 essays, the musician and winner of the Nobel Prize in Literature explores the nature of popular music.",Bob Dylan,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,10,8,THE SONG OF THE CELL,9,The Pulitzer Prize-winning author chronicles the discovery of cells and describes how modern medicine uses them.,Siddhartha Mukherjee,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Scribner
0.00,11,5,SO HELP ME GOD,8,"The former vice president gives an account of his career, including his time in the Oval Office and during the Jan. 6 insurrection.",Mike Pence,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,12,4,RADIO'S GREATEST OF ALL TIME,13,"A collection of the late conservative commentator’s on-air moments, with memories from his widow and brother.",Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Threshold Editions
0.00,13,59,BRAIDING SWEETGRASS,15,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,Robin Wall Kimmerer,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Milkweed Editions
0.00,14,8,AN IMMENSE WORLD,0,The Pulitzer Prize–winning science writer explains the sensory perceptions and ways of communication used by a variety of animals.,Ed Yong,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Random House
0.00,15,3,A BOOK OF DAYS,12,More than 365 images and reflections by the National Book Award–winning author and Rock and Roll Hall of Fame inductee.,Patti Smith,Combined Print and E-Book Nonfiction,combined-print-and-e-book-nonfiction,2022-12-17,2023-01-01,Random House
0.00,1,32,LESSONS IN CHEMISTRY,1,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,Bonnie Garmus,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Doubleday
0.00,2,9,THE BOYS FROM BILOXI,2,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",John Grisham,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Doubleday
0.00,3,15,FAIRY TALE,3,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,Stephen King,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Scribner
0.00,4,9,DEMON COPPERHEAD,5,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,Barbara Kingsolver,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Harper
0.00,5,13,DREAMLAND,6,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.,Nicholas Sparks,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Random House
0.00,6,7,TRIPLE CROSS,7,Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.,James Patterson,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,"Little, Brown"
0.00,7,11,MAD HONEY,10,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",Jodi Picoult and Jennifer Finney Boylan,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Ballantine
0.00,8,3,A WORLD OF CURIOSITIES,4,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns.",Louise Penny,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Minotaur
0.00,9,12,"TOMORROW, AND TOMORROW, AND TOMORROW",11,Two friends find their partnership challenged in the world of video game design.,Gabrielle Zevin,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Knopf
0.00,10,2,TOM CLANCY: RED WINTER,9,The 22nd book in the Jack Ryan series. Ryan goes behind the Berlin Wall in 1985 to investigate an East German defector.,Marc Cameron,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Putnam
0.00,11,6,DESERT STAR,12,Ballard and Bosch bury old resentments as they go after two killers.,Michael Connelly,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,"Little, Brown"
0.00,12,7,GOING ROGUE,14,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.,Janet Evanovich,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Atria
0.00,13,8,NO PLAN B,13,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.,Lee Child and Andrew Child,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Delacorte
0.00,14,3,BABEL,0,"In 1828, Robin Swift studies at Oxford University’s Royal Institute of Translation and faces a choice when Britain pursues a war with China.",R.F. Kuang,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Harper Voyager
0.00,15,95,THE MIDNIGHT LIBRARY,0,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,Matt Haig,Hardcover Fiction,hardcover-fiction,2022-12-17,2023-01-01,Viking
0.00,1,5,THE LIGHT WE CARRY,1,The former first lady shares personal stories and the tools she uses to deal with difficult situations.,Michelle Obama,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Crown
0.00,2,19,I'M GLAD MY MOM DIED,2,The actress and filmmaker describes her eating disorders and difficult relationship with her mother.,Jennette McCurdy,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,3,7,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",3,"The actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",Matthew Perry,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Flatiron
0.00,4,7,SURRENDER,4,"The lead singer of the Irish rock band U2 offers details of his life, career and activism.",Bono,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Knopf
0.00,5,8,THE REVOLUTIONARY,6,The Pulitzer Prize-winning biographer details Samuel Adams’s contributions to the American Revolution.,Stacy Schiff,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,"Little, Brown"
0.00,6,9,AND THERE WAS LIGHT,5,The Pulitzer Prize-winning biographer portrays the life of Abraham Lincoln.,Jon Meacham,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Random House
0.00,7,10,WHAT IF? 2,10,The creator of the web comic “xkcd” and former NASA roboticist looks into hypothetical and oddball scenarios.,Randall Munroe,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Riverhead
0.00,8,7,THE PHILOSOPHY OF MODERN SONG,8,"In a collection of more than 60 essays, the musician and winner of the Nobel Prize in Literature explores the nature of popular music.",Bob Dylan,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,9,8,THE SONG OF THE CELL,9,The Pulitzer Prize-winning author chronicles the discovery of cells and describes how modern medicine uses them.,Siddhartha Mukherjee,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Scribner
0.00,10,7,RADIO'S GREATEST OF ALL TIME,12,"A collection of the late conservative commentator’s on-air moments, with memories from his widow and brother.",Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Threshold Editions
0.00,11,5,SO HELP ME GOD,7,"The former vice president gives an account of his career, including his time in the Oval Office and during the Jan. 6 insurrection.",Mike Pence,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Simon & Schuster
0.00,12,4,A BOOK OF DAYS,11,More than 365 images and reflections by the National Book Award–winning author and Rock and Roll Hall of Fame inductee.,Patti Smith,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Random House
0.00,13,7,STARRY MESSENGER,14,"The astrophysicist and director of the Hayden Planetarium delves into subjects including politics, religion, gender and race.",Neil deGrasse Tyson,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Holt
0.00,14,7,CINEMA SPECULATION,13,The filmmaker shares his love of cinema with special attention given to key American films of the 1970s.,Quentin Tarantino,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,Harper
0.00,15,8,KILLING THE LEGENDS,0,"The conservative commentator’s Killing series profiles Elvis Presley, John Lennon and Muhammad Ali.",Bill O'Reilly and Martin Dugard,Hardcover Nonfiction,hardcover-nonfiction,2022-12-17,2023-01-01,St. Martin's
0.00,1,9,IT STARTS WITH US,1,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend.",Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,2,85,IT ENDS WITH US,2,A battered wife raised in a violent home attempts to halt the cycle of abuse.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,3,71,VERITY,3,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Grand Central
0.00,4,73,UGLY LOVE,4,A casual sexual relationship between Tate and Miles becomes more complicated than they expected.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,5,90,WHERE THE CRAWDADS SING,5,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Putnam
0.00,6,93,THE SEVEN HUSBANDS OF EVELYN HUGO,6,A movie icon recounts stories of her loves and career to a struggling magazine writer.,Taylor Jenkins Reid,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Washington Square/Atria
0.00,7,57,NOVEMBER 9,7,Ben and Fallon meet on the same day each year but a possible untruth might spoil their relationship.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,8,70,THE SILENT PATIENT,9,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Alex Michaelides,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Celadon
0.00,9,22,MAYBE SOMEDAY,8,"When a college student finds out her boyfriend is cheating on her, she turns her attention to her guitar-playing neighbor.",Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,10,11,THINGS WE NEVER GOT OVER,11,A runaway bride becomes the guardian of her evil twin's daughter and gets some help from a bad-boy barber.,Lucy Score,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Bloom
0.00,11,21,CONFESS,10,Auburn Reed falls for an artist with a troubled past.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,12,6,DAISY JONES & THE SIX,14,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Taylor Jenkins Reid,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Ballantine
0.00,13,35,ALL YOUR PERFECTS,12,Quinn and Graham’s marriage depends on past promises.,Colleen Hoover,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Atria
0.00,14,24,BOOK LOVERS,0,"While on vacation in North Carolina, a literary agent keeps running into an editor.",Emily Henry,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Berkley
0.00,15,93,THE SONG OF ACHILLES,15,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.,Madeline Miller,Trade Fiction Paperback,trade-fiction-paperback,2022-12-17,2023-01-01,Ecco
0.00,1,217,THE BODY KEEPS THE SCORE,1,"How trauma affects the body and mind, and innovative treatments for recovery.",Bessel van der Kolk,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Penguin
0.00,2,140,BRAIDING SWEETGRASS,2,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,Robin Wall Kimmerer,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Milkweed Editions
0.00,3,54,ALL ABOUT LOVE,7,The late feminist icon explores the causes of a polarized society and the meaning of love.,bell hooks,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Morrow
0.00,4,7,ALL ABOUT ME!,3,"The EGOT and Kennedy Center honoree shares stories about making comedy for the stage, film and television.",Mel Brooks,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Ballantine
0.00,5,27,BECOMING,5,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",Michelle Obama,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Crown
0.00,6,4,DEVOTION,4,"During segregation, a white New Englander and an African American sharecropper’s son from Mississippi fight together in the Korean War; the basis of the movie.",Adam Makos,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Ballantine
0.00,7,64,TALKING TO STRANGERS,6,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,Malcolm Gladwell,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Back Bay
0.00,8,23,THE GREATEST BEER RUN EVER,9,"In 1967, a former Marine agrees to sneak into Vietnam to deliver brews to friends still serving.",John “Chick” Donohue and J.T. Molloy,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Morrow
0.00,9,7,THESE PRECIOUS DAYS,8,"Essays on friendships, influences and the connection between life and art.",Ann Patchett,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Harper Perennial
0.00,10,25,THE BOMBER MAFIA,11,A look at the key players and outcomes of precision bombing during World War II.,Malcolm Gladwell,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Back Bay
0.00,11,19,THE SPLENDID AND THE VILE,13,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Crown
0.00,12,13,THE SPY AND THE TRAITOR,0,"The story of Oleg Gordievsky, a K.G.B. spy who secretly worked for the British intelligence service, and Aldrich Ames, a C.I.A. officer who was a K.G.B. double agent.",Ben Macintyre,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Broadway
0.00,13,192,SAPIENS,0,How Homo sapiens became Earth’s dominant species.,Yuval Noah Harari,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Harper Perennial
0.00,14,8,THE PRESIDENT AND THE FREEDOM FIGHTER,10,The Fox News host gives an account of the relationship between Abraham Lincoln and Frederick Douglass.,Brian Kilmeade,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,Sentinel
0.00,15,181,BORN A CRIME,0,A memoir about growing up biracial in apartheid South Africa by the former host of “The Daily Show.”,Trevor Noah,Paperback Nonfiction,paperback-nonfiction,2022-12-17,2023-01-01,One World
0.00,1,160,ATOMIC HABITS,3,,James Clear,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Avery
0.00,2,5,FAITH STILL MOVES MOUNTAINS,1,,Harris Faulkner,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Broadside
0.00,3,8,GO-TO DINNERS,2,,Ina Garten,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Clarkson Potter
0.00,4,2,NEVER FINISHED,4,,David Goggins,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Lioncrest
0.00,5,159,"THE BOY, THE MOLE, THE FOX AND THE HORSE",5,,Charlie Mackesy,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,HarperOne
0.00,6,30,HALF BAKED HARVEST EVERY DAY,6,,Tieghan Gerard,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Clarkson Potter
0.00,7,7,THE SIMPLY HAPPY COOKBOOK,10,,Steve Doocy and Kathy Doocy,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Morrow
0.00,8,6,THE STORIES WE TELL,7,,Joanna Gaines,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Harper Select
0.00,9,5,SMITTEN KITCHEN KEEPERS,9,,Deb Perelman,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Knopf
0.00,10,277,THE SUBTLE ART OF NOT GIVING A F*CK,8,,Mark Manson,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,2022-12-17,2023-01-01,Harper
0.00,1,132,THE COMPLETE COOKBOOK FOR YOUNG CHEFS,1,Over 100 kid-tested recipes from America's Test Kitchen.,America's Test Kitchen Kids,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Sourcebooks Jabberwocky
0.00,2,20,THE CHRISTMAS PIG,3,"When a young boy's favorite toy goes missing, it's Christmas Pig to the rescue!",J.K. Rowling.,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Scholastic
0.00,3,52,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS,2,One hundred plus kid-tested baking recipes.,America's Test Kitchen Kids,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Sourcebooks Explore
0.00,4,19,THE OFFICIAL HARRY POTTER BAKING BOOK,6,Forty-three tasty recipes inspired by the Harry Potter films.,Joanna Farrow,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Scholastic
0.00,5,13,ODDER,4,"After a shark attack, Odder recuperates at the aquarium with the scientists who raised her.",Katherine Applegate.,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Feiwel & Friends
0.00,6,11,TWO DEGREES,5,Four kids simultaneously experience three natural catastrophes due to climate change.,Alan Gratz,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Scholastic
0.00,7,375,WONDER,7,A boy with a facial deformity starts school.,R.J. Palacio,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Knopf
0.00,8,202,REFUGEE,8,Three children in three different conflicts look for safe haven.,Alan Gratz,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Scholastic
0.00,9,8,THE DOOR OF NO RETURN,9,Kofi's life is turned upside down after his brother accidentally kills a prince in a wresting match.,Kwame Alexander,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,"Little, Brown"
0.00,10,51,DAUGHTER OF THE DEEP,10,Ana Dakkar faces the weekend trials at the Harding-Pencroft Academy.,Rick Riordan,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2022-12-17,2023-01-01,Disney-Hyperion
0.00,1,34,HOW TO CATCH AN ELF,1,A tiny narrator dodges traps while making the Christmas rounds.,Adam Wallace.,Picture Books,picture-books,2022-12-17,2023-01-01,Sourcebooks Jabberwocky
0.00,2,379,DRAGONS LOVE TACOS,2,What to serve your dragon-guests.,Adam Rubin.,Picture Books,picture-books,2022-12-17,2023-01-01,Dial
0.00,3,342,THE DAY THE CRAYONS QUIT,9,Problems arise when Duncan’s crayons revolt.,Drew Daywalt.,Picture Books,picture-books,2022-12-17,2023-01-01,Philomel
0.00,4,10,LITTLE RED SLEIGH,7,Little Red Sleigh dreams of becoming Santa's sleigh one day.,Erin Guendelsberger.,Picture Books,picture-books,2022-12-17,2023-01-01,Sourcebooks Wonderland
0.00,5,37,CONSTRUCTION SITE ON CHRISTMAS NIGHT,3,Construction vehicles build a firehouse in time for Christmas.,Sherri Duskey Rinker.,Picture Books,picture-books,2022-12-17,2023-01-01,Chronicle
0.00,6,332,THE WONDERFUL THINGS YOU WILL BE,4,A celebration of future possibilities.,Emily Winfield Martin,Picture Books,picture-books,2022-12-17,2023-01-01,Random House
0.00,7,7,THE SOUR GRAPE,6,"A grape hold grudges against everyone, then re-evaluates life when one is held against him.",Jory John and Pete Oswald,Picture Books,picture-books,2022-12-17,2023-01-01,HarperCollins
0.00,8,11,LITTLE BLUE TRUCK MAKES A FRIEND,0,Blue and friends meet Chuck the woodchuck.,Alice Schertle and Jill McElmurry,Picture Books,picture-books,2022-12-17,2023-01-01,Clarion
0.00,9,45,HOW TO CATCH A UNICORN,10,Children attempt to capture the mythical creature.,Adam Wallace.,Picture Books,picture-books,2022-12-17,2023-01-01,Sourcebooks Wonderland
0.00,10,14,THE PIGEON WILL RIDE THE ROLLER COASTER!,0,The Pigeon goes through a series of emotions leading up to a roller coaster ride.,Mo Willems,Picture Books,picture-books,2022-12-17,2023-01-01,Union Square Kids
0.00,1,718,DIARY OF A WIMPY KID,1,The travails and challenges of adolescence.,and   Jeff Kinney,Series Books,series-books,2022-12-17,2023-01-01,Amulet
0.00,2,717,HARRY POTTER,2,A wizard hones his conjuring skills in the service of fighting evil.,J.K. Rowling,Series Books,series-books,2022-12-17,2023-01-01,Scholastic
0.00,3,653,PERCY JACKSON & THE OLYMPIANS,3,A boy battles mythological monsters.,Rick Riordan,Series Books,series-books,2022-12-17,2023-01-01,Disney-Hyperion
0.00,4,64,A GOOD GIRL'S GUIDE TO MURDER,4,Pippa Fitz-Amobi solves murderous crimes.,Holly Jackson,Series Books,series-books,2022-12-17,2023-01-01,Delacorte
0.00,5,312,MAGIC TREE HOUSE,6,These siblings can overcome space and time.,Mary Pope Osborne.,Series Books,series-books,2022-12-17,2023-01-01,Stepping Stone/Random House
0.00,6,299,CAPTAIN UNDERPANTS,9,Boys and their principal fight evil.,and   Dav Pilkey,Series Books,series-books,2022-12-17,2023-01-01,Scholastic
0.00,7,35,THE SUMMER I TURNED PRETTY TRILOGY,5,"A beach house, summer love and enduring friendships.",Jenny Han,Series Books,series-books,2022-12-17,2023-01-01,Simon & Schuster
0.00,8,194,WINGS OF FIRE,7,Only the five dragonets of destiny can unite the seven warring dragon tribes.,Tui T. Sutherland,Series Books,series-books,2022-12-17,2023-01-01,Scholastic
0.00,9,16,THE INHERITANCE GAMES,10,Avery Grambs tries to figure out why an inheritance from a stranger was bestowed upon her.,Jennifer Lynn Barnes,Series Books,series-books,2022-12-17,2023-01-01,"Little, Brown"
0.00,10,123,THE LAST KIDS ON EARTH,8,Jack and his friends fight for their lives through the zombie apocalypse.,Max Brallier.,Series Books,series-books,2022-12-17,2023-01-01,Viking
0.00,1,20,LONG LIVE THE PUMPKIN QUEEN,1,"Sally, the new Queen of Halloween Town, must save her town from a sleeping curse.",Shea Ernshaw,Young Adult Hardcover,young-adult-hardcover,2022-12-17,2023-01-01,Disney
0.00,2,3,FIVE SURVIVE,2,Six friends on a spring break road trip in an R.V. are the target of a sniper.,Holly Jackson,Young Adult Hardcover,young-adult-hardcover,2022-12-17,2023-01-01,Delacorte
0.00,3,11,THE FIRST TO DIE AT THE END,3,"In this prequel to ""They Both Die at the End,"" Orion and Valentino attend the premier of Death-Cast in Times Square.",Adam Silvera,Young Adult Hardcover,young-adult-hardcover,2022-12-17,2023-01-01,Quill Tree
0.00,4,17,LIGHTLARK,4,Every 100 years the island of Lightlark appears and a deadly competition called the Centennial takes place.,Alex Aster,Young Adult Hardcover,young-adult-hardcover,2022-12-17,2023-01-01,Amulet
0.00,5,255,ONE OF US IS LYING,6,"For five students, a detour into detention ends in murder.",Karen M. McManus,Young Adult Hardcover,young-adult-hardcover,2022-12-17,2023-01-01,Delacorte
